address,age,bedroom,date,facilities,floor,func,latitude,longitude,meterage,parking,price,price_per_meter,properties,title,type,,,
تهران ، منطقه 2 ، سعادت اباد,"1, 0",2,,,,آپارتمان/برج,35.7858338226381,51.3807496940458,"1, 3, 0",2,17.5 میلیارد,,مسکونی,130 متر بالای کاج,مسکونی,,,
تهران ، منطقه 2 ، سعادت اباد,"1, 0",3,,,,آپارتمان/برج,35.7763041360135,51.3653383943905,"1, 3, 5",1,25 میلیارد,,مسکونی,فروش آپارتمان/ 3 خوابه در سعادت اباد - منطقه 2 ,مسکونی,,,
تهران ، منطقه 5 ، فردوس," , س, ا, ل, ه",1,,,,آپارتمان/برج,35.7221987161388,51.3217302099912,"6, 0",1,5.3 میلیارد,,مسکونی,فروش آپارتمان/برج 1 خوابه در فردوس - منطقه 5 ,مسکونی,,,
تهران ، منطقه 2 ، ستارخان," , س, ا, ل, ه",3,,,,آپارتمان/برج,35.7139335944383,51.3684390641311,"1, 2, 0",1,13.4 میلیارد,112 میلیون,مسکونی,کلیدنخورد سه خوابه در شمال ستارخان ,مسکونی,,,
تهران ، منطقه 2 ، شهرک غرب,"3, 0",2,,,,آپارتمان/برج,35.7616922526063,51.3690206130963,"1, 3, 5",1,36.5 میلیارد,270 میلیون,مسکونی,فروش آپارتمان/برج 2 خوابه  در  شهرک غرب - برج مهستان بلوک A2,مسکونی,,,
تهران ، منطقه 2 ، سعادت اباد,"1, 8",3,,,,آپارتمان/برج,35.7875279559002,51.3774781979414,"1, 5, 4",1,23.9 میلیارد,155 میلیون,مسکونی,154 متر آپارتمان 3 خواب// فول نوسازی شده// سعادت آباد ,مسکونی,,,
تهران ، منطقه 2 ، ستارخان,"1, 9",2,,,,آپارتمان/برج,35.7139335944383,51.3684390641311,"1, 1, 0",1,8.6 میلیارد,,مسکونی,آپارتمان 110متری  دو خوابه در منطقه عالی شهرآرا پاتریس زیر قیمت ,مسکونی,,,
تهران ، منطقه 5 ، سازمان اب,5,2,,,,آپارتمان/برج,35.7396214611591,51.2943700883123,"9, 5",1,7.7 میلیارد,,مسکونی,95 مترفروش آپارتمان/برج 2 خوابه در سازمان اب ,مسکونی,,,
تهران ، منطقه 2 ، سعادت اباد," , س, ا, ل, ه",3,,,,آپارتمان/برج,35.7901008731471,51.3840244300364,"2, 2, 0",2,28 میلیارد,,مسکونی,اپارتمان/سعادت اباد/فول مشاعات,مسکونی,,,
تهران ، منطقه 5 ، فردوس," , س, ا, ل, ه",1,,,,آپارتمان/برج,35.7178227194242,51.3323278747604,"7, 1",1,8.5 میلیارد,120 میلیون,مسکونی,قوی ترین سازه در منطقه پنج تهران/یک‌تماس تا تحقق رویاهایتان,مسکونی,,,
تهران ، منطقه 2 ، ستارخان,"1, 4",2,,,,آپارتمان/برج,35.7139335944383,51.3684390641311,"1, 1, 7",1,8.6 میلیارد,,مسکونی,خرید ملک در منطقه 2,مسکونی,,,
تهران ، منطقه 5 ، اندیشه,8,2,,,,آپارتمان/برج,35.7542214351489,51.274145531451,"7, 5",1,7.2 میلیارد,,مسکونی,"76متر, 2 خواب , آلاله شرقی",مسکونی,,,
تهران ، منطقه 2 ، ستارخان,1,2,,,,آپارتمان/برج,35.7075937535664,51.3703421489637,"1, 1, 5",1,12.5 میلیارد,,مسکونی,دنج ترین محله منطقه 2 دریان نو,مسکونی,,,
تهران ، منطقه 5 ، فردوس," , س, ا, ل, ه",2,,,,آپارتمان/برج,35.7231718906706,51.3248188494506,"6, 5",1,6.7 میلیارد,,مسکونی,آپارتمان 65 متر /دو خواب / خوش نقشه /بی همتا ,مسکونی,,,
تهران ، منطقه 2 ، ستارخان," , س, ا, ل, ه",2,,,,آپارتمان/برج,35.7139335944383,51.3684390641311,"7, 9"," , پ, ا, ر, ک, ی, ن, گ",5.8 میلیارد,,مسکونی,بهترین موقعیت خرید ملک در دریان نو ,مسکونی,,,
تهران ، منطقه 5 ، سازمان برنامه جنوبی,"1, 8",2,,,,آپارتمان/برج,35.731603925523,51.2968916730633,"8, 0",1,6.4 میلیارد,80 میلیون,مسکونی,80متر دو خواب/فول امکانات/زیر قیمت ترین واحد منطقه/فردوس غرب,مسکونی,,,
تهران ، منطقه 2 ، ستارخان,"1, 2",2,,,,آپارتمان/برج,35.7139335944383,51.3684390641311,"1, 0, 0",1,9.8 میلیارد,,مسکونی,فروش آپارتمان 100 متری/فول دیزاین شده/ویو فضای سبز,مسکونی,,,
تهران ، منطقه 10 ، جیحون," , س, ا, ل, ه",1,,,,آپارتمان/برج,35.6985013590862,51.3629937171936,"5, 8"," , پ, ا, ر, ک, ی, ن, گ",3.3 میلیارد,,مسکونی,58متری/فول/تاپ لوکیشن (تک واحدی),مسکونی,,,
تهران ، منطقه 2 ، تهران ویلا,"1, 0",1,,,,آپارتمان/برج,35.7253443623592,51.36873174136,"5, 0",1,6 میلیارد,120 میلیون,مسکونی,آپارتمان 50 متری ((تهران ویلا)) ,مسکونی,,,
تهران ، منطقه 5 ، سازمان برنامه شمالی,"1, 4",2,,,,آپارتمان/برج,35.741056791589,51.2970353256095,"8, 0",1,6.4 میلیارد,80 میلیون,مسکونی,تاپ لوکیشن منطقه پنج/سازمان برنامه شمالی/نور و نقشه استثنایی,مسکونی,,,
تهران ، منطقه 5 ، شهر زیبا,"1, 0",1,,,,آپارتمان/برج,35.7520335863778,51.2932922042568,"6, 8",1,5.8 میلیارد,,مسکونی,68متر فول امکانات شهرزیبا,مسکونی,,,
تهران ، منطقه 5 ، شهر زیبا,"1, 2",1,,,,آپارتمان/برج,35.7470818697344,51.2881499031109,"6, 5",1,5.8 میلیارد,,مسکونی,مروارید واحد های شهرزیبا,مسکونی,,,
تهران ، منطقه 2 ، شهرارا,"1, 8",1,,,,آپارتمان/برج,35.7244298380927,51.3710761029631,"5, 0",1,5.6 میلیارد,112 میلیون,مسکونی,آپارتمان 50 متر شهر آرا ((فول امکانات)),مسکونی,,,
تهران ، منطقه 2 ، سعادت اباد,"1, 5",2,,,,آپارتمان/برج,35.7855580886406,51.3681782621344,"8, 7",1,108 میلیارد,,مسکونی,87متری/2خواب/دو واحدی ,مسکونی,,,
تهران ، منطقه 2 ، کوی فراز," , س, ا, ل, ه",3,,,,آپارتمان/برج,35.790144431541,51.3722244406371,"2, 0, 0",3,26 میلیارد,,مسکونی,فروش آپارتمان/برج 3 خوابه در کوی فراز - منطقه 2 ,مسکونی,,,
تهران ، منطقه 2 ، شهرک غرب,"3, 5",3,,,,آپارتمان/برج,35.7572727704707,51.3629873223707,"2, 0, 7",1,29.4 میلیارد,142 میلیون,مسکونی,207 متر 3 خواب شهرک غرب هرمزان,مسکونی,,,
تهران ، منطقه 5 ، سازمان برنامه مرکزی,6,1,,,,آپارتمان/برج,35.7310265969368,51.3013949214506,"5, 8",1,5.5 میلیارد,94 میلیون,مسکونی,« سازمان برنامه مرکزی » 58متر 6ساله سالن پرده خور,مسکونی,,,
تهران ، منطقه 2 ، شهرک غرب,"3, 0",2,,,,آپارتمان/برج,35.7538457384478,51.3747772693503,"7, 8",1,12.5 میلیارد,160 میلیون,مسکونی,فروش آپارتمان/78 متر 2 خوابه در شهرک غرب ,مسکونی,,,
تهران ، منطقه 5 ، جنت اباد شمالی,"1, 3",1,,,,آپارتمان/برج,35.7684179152911,51.3082980283043,"5, 5",1,4.8 میلیارد,87 میلیون,مسکونی,55متر/فول‌ دیزاین/فول امکانات/کم‌سن/جنت‌آباد شمالی,مسکونی,,,
تهران ، منطقه 2 ، سعادت اباد,0,3,,,,آپارتمان/برج,35.7876021627117,51.3896445037381,"2, 2, 7",2,57 میلیارد,,مسکونی,فروش آپارتمان/برج 3 خوابه در سعادت اباد - منطقه 2 ,مسکونی,,,
تهران ، منطقه 2 ، سعادت اباد,"1, 5",2,,,,آپارتمان/برج,35.7772919994593,51.3655928970002,"1, 0, 0",1,13 میلیارد,130 میلیون,مسکونی,100 متر 2خواب صرافها سرمایه گزاری,مسکونی,,,
تهران ، منطقه 2 ، سعادت اباد,"1, 3",2,,,,آپارتمان/برج,35.7891615426416,51.3906642118728,"9, 0",1,9.7 میلیارد,,مسکونی,"90متر, سعادت آباد, علوم پزشکی ",مسکونی,,,
تهران ، منطقه 2 ، شهرک غرب,"1, 5",2,,,,آپارتمان/برج,35.766577545665,51.378873777548,"1, 3, 3",1,33.3 میلیارد,,مسکونی,133متر نوسازی کامل/ ایران‌زمین,مسکونی,,,
تهران ، منطقه 2 ، سعادت اباد,4,2,,,,آپارتمان/برج,35.7836432497871,51.3822476671267,"1, 1, 1",2,30.2 میلیارد,272 میلیون,مسکونی,111 متر 4 ساله فول مشاعات2پارکینگ  24 متری ,مسکونی,,,
تهران ، منطقه 2 ، سعادت اباد,8,2,,,,آپارتمان/برج,35.7756768211795,51.3638582750137,"9, 0",1,12.7 میلیارد,,مسکونی,"اپارتمان 90 متری در سعادت اباد, بلوار فرحزادی",مسکونی,,,
تهران ، منطقه 2 ، سعادت اباد," , س, ا, ل, ه",3,,,,آپارتمان/برج,35.7840448765828,51.3770998476809,"2, 3, 0",2,37 میلیارد,,مسکونی,فروش آپارتمان3 خوابه در سعادت اباد - منطقه 2 ,مسکونی,,,
تهران ، منطقه 2 ، سعادت اباد," , س, ا, ل, ه",3,,,,آپارتمان/برج,35.7850086577628,51.3693806996267,"2, 0, 0",3,26 میلیارد,,مسکونی,فروش آپارتمان/برج 3 خوابه در سعادت اباد - منطقه 2 ,مسکونی,,,
تهران ، منطقه 2 ، سعادت اباد," , س, ا, ل, ه",3,,,,آپارتمان/برج,35.7851908378663,51.37171626091,"2, 0, 0",2,25 میلیارد,,مسکونی,فروش آپارتمان/برج 3 خوابه در سعادت اباد - منطقه 2 ,مسکونی,,,
تهران ، منطقه 2 ، سعادت اباد," , س, ا, ل, ه",3,,,,آپارتمان/برج,35.7871664834295,51.3779604434967,"1, 8, 0",1,25 میلیارد,,مسکونی,فروش آپارتمان/برج 3 خوابه در سعادت اباد - منطقه 2 ,مسکونی,,,
تهران ، منطقه 5 ، شهر زیبا,"1, 0",1,,,,آپارتمان/برج,35.7464618838174,51.2925878878346,"6, 8",1,6 میلیارد,,مسکونی,بهترین تک خواب شهرزیبا,مسکونی,,,
تهران ، منطقه 2 ، سعادت اباد,9,4,,,,آپارتمان/برج,35.7857122944943,51.3701114877519,"3, 0, 0",4,60 میلیارد,,مسکونی,فروش آپارتمان/برج 4 خوابه در سعادت اباد - منطقه 2 ,مسکونی,,,
تهران ، منطقه 2 ، مرزداران,9,2,,,,آپارتمان/برج,35.7331305622186,51.3559080661722,"7, 0",1,0,,مسکونی,70متر 2خواب فول امکانات,مسکونی,,,
تهران ، منطقه 5 ، پونک شمالی,5,2,,,,آپارتمان/برج,35.7676549226582,51.3334574326542,"1, 0, 0",1,9.5 میلیارد,95 میلیون,مسکونی,100 متر /پونک کمالی شرقی/فول امکانات,مسکونی,,,
تهران ، منطقه 5 ، جنت اباد جنوبی,5,3,,,,آپارتمان/برج,35.7507699382708,51.3141897931096,"1, 4, 5",1,17.2 میلیارد,,مسکونی,"145متر 3خواب/ جنت آباد جنوب,چهار باغ",مسکونی,,,
تهران ، منطقه 5 ، فردوس,"1, 6",2,,,,آپارتمان/برج,35.7251239258326,51.3212747476778,"6, 9",1,5.8 میلیارد,,مسکونی,69 متر / غرق در نور / ایت الله کاشانی ,مسکونی,,,
تهران ، منطقه 2 ، پونک,6,2,,,,آپارتمان/برج,35.777815809007,51.3364247380911,"1, 2, 5",1,11.5 میلیارد,92 میلیون,مسکونی,125 متر دیزاین شده / پونک,مسکونی,,,
تهران ، منطقه 5 ، جنت اباد شمالی,"1, 5",3,,,,آپارتمان/برج,35.7718373160003,51.3064493782196,"1, 9, 0",2,14.7 میلیارد,,مسکونی,190متر جنت آباد شمالی/تکواحدی,مسکونی,,,
تهران ، منطقه 2 ، مرزداران,"1, 8",3,,,,آپارتمان/برج,35.7331305622186,51.3559080661722,"1, 2, 8",1,14 میلیارد,105 میلیون,مسکونی,125 متر سه خوابه مرزدا ان,مسکونی,,,
تهران ، منطقه 2 ، سعادت اباد,7,2,,,,آپارتمان/برج,35.7811614965678,51.3879144153976,"1, 0, 0",1,15.5 میلیارد,,مسکونی,فروش آپارتمان2 خوابه در سعادت اباد - منطقه 2 ,مسکونی,,,
تهران ، منطقه 5 ، پونک جنوبی," , س, ا, ل, ه",2,,,,آپارتمان/برج,35.7603440215975,51.3269842106088,"8, 3",1,8 میلیارد,,مسکونی,83متر تاپ لوکیشن پونک خوش نقشه,مسکونی,,,
تهران ، منطقه 2 ، سعادت اباد,"1, 4",3,,,,آپارتمان/برج,35.7840448765828,51.3770998476809,"1, 5, 0",2,24.5 میلیارد,,مسکونی,فروش آپارتمان/برج 3 خوابه در سعادت اباد - منطقه 2 ,مسکونی,,,
تهران ، منطقه 2 ، سعادت اباد,"1, 4",2,,,,آپارتمان/برج,35.7812568070701,51.3790386915207,"1, 3, 0",1,30 میلیارد,,مسکونی,فروش آپارتمان/برج 2 خوابه در سعادت اباد - منطقه 2 ,مسکونی,,,
تهران ، منطقه 2 ، سعادت اباد,"1, 7",3,,,,آپارتمان/برج,35.7840506852607,51.3770914077759,"1, 6, 1",1,21 میلیارد,,مسکونی,فروش آپارتمان 3 خوابه در سعادت اباد - منطقه 2 ,مسکونی,,,
تهران ، منطقه 2 ، سعادت اباد,"1, 6",2,,,,آپارتمان/برج,35.7850863970867,51.3720703125,"1, 2, 0",1,16 میلیارد,,مسکونی,فروش آپارتمان/برج 2 خوابه در سعادت اباد - منطقه 2 ,مسکونی,,,
تهران ، منطقه 4 ، پاسداران," , س, ا, ل, ه",3,,,,آپارتمان/برج,35.7726866100484,51.4689911438315,"1, 9, 7",3,0,,مسکونی,آپارتمان 197 متری 3 خواب در پاسداران ,مسکونی,,,
تهران ، منطقه 3 ، جردن,"3, 0",4,,,,آپارتمان/برج,35.7757218150392,51.4214436850269,"2, 3, 6",1,25 میلیارد,106 میلیون,مسکونی,236متر 4خواب ,مسکونی,,,
تهران ، منطقه 6 ، امیراباد,"1, 0",2,,,,آپارتمان/برج,35.7404602473125,51.3938479593795,"1, 2, 0",1,15.6 میلیارد,130 میلیون,مسکونی,120متر/کردستان/جانبازان/فول امکانات ,مسکونی,,,
تهران ، منطقه 2 ، سعادت اباد,"1, 8",3,,,,آپارتمان/برج,35.7776802452053,51.3898065642835,"1, 6, 2",1,23.5 میلیارد,145 میلیون,مسکونی,162 متر سه خواب سعادت آباد مروارید,مسکونی,,,
تهران ، منطقه 1 ، فرمانیه," , س, ا, ل, ه",2,,,,آپارتمان/برج,35.7913663440746,51.4792766394126,"1, 1, 2",2,21.8 میلیارد,195 میلیون,مسکونی,آپارتمان 112 متر فرمانیه ویو سر درختی تراس چیدمانی,مسکونی,,,
تهران ، منطقه 1 ، فرمانیه,0,3,,,,آپارتمان/برج,35.7949852876142,51.4700446428722,"1, 5, 1",3,29.9 میلیارد,198 میلیون,مسکونی,آپارتمان 151 متر فرمانیه ویو شهر و کوهستان فول امکانات,مسکونی,,,
تهران ، منطقه 7 ، سهروردی شمالی," , س, ا, ل, ه",3,,,,آپارتمان/برج,35.7366006036666,51.4421155320242,"1, 3, 1",2,18.3 میلیارد,140 میلیون,مسکونی,فروش آپارتمان/برج 3 خوابه در سهروردی شمالی ,مسکونی,,,
تهران ، منطقه 1 ، اقدسیه," , س, ا, ل, ه",3,,,,آپارتمان/برج,35.7941351629009,51.4872892455084,"2, 5, 5",5,0,,مسکونی,"اقدسیه255متر,تاپ لوکیشن,تراس میزخور,5پارکینگ",مسکونی,,,
تهران ، منطقه 3 ، جردن,6,2,,,,آپارتمان/برج,35.7757218150392,51.4214436850269,"9, 5",1,14.3 میلیارد,150 میلیون,مسکونی,95متر 2خواب یکخواب مستر ولیعصر جام جم,مسکونی,,,
تهران ، منطقه 5 ، جنت اباد جنوبی,"1, 2",2,,,,آپارتمان/برج,35.7345473120801,51.3107054628305,"8, 2",1,8.5 میلیارد,104 میلیون,مسکونی,فروش آپارتمان تاپ‌لوکیشن جنت اباد جنوبی خوش قیمت ترین واحد منطقه,مسکونی,,,
تهران ، منطقه 2 ، پونک,2,2,,,,آپارتمان/برج,35.7671208246997,51.3378091387682,"1, 3, 8",1,12.7 میلیارد,,مسکونی,"
138متر/3خواب/فول 2ساله منطقه2 بدون مشابه دنج",مسکونی,,,
تهران ، منطقه 1 ، فرمانیه," , س, ا, ل, ه",3,,,,آپارتمان/برج,35.7952376159171,51.4800191440639,"1, 8, 6",3,33.5 میلیارد,180 میلیون,مسکونی,فرمانیه //186متر// فول مشاعات,مسکونی,,,
تهران ، منطقه 5 ، سازمان برنامه جنوبی,7,1,,,,آپارتمان/برج,35.727995223359,51.3013437623608,"5, 6",1,5.6 میلیارد,100 میلیون,مسکونی,آپارتمان 56 متری//سازمان برنامه,مسکونی,,,
تهران ، منطقه 1 ، کاشانک,2,4,,,,آپارتمان/برج,35.8052856000682,51.4725696814628,"3, 1, 7",3,0,,مسکونی,آجودانیه(کوچه13) 4خوابه سوپر لوکس ویو ابدی (مهساطالعی),مسکونی,,,
تهران ، منطقه 1 ، نیاوران,0,4,,,,آپارتمان/برج,35.8147004440591,51.4664957053724,"6, 2, 0",7,217 میلیارد,350 میلیون,مسکونی,نیاوران (مرجان) 4 خوابه سوپر لوکس 4جهت ویو 50‌متر بالکن ,مسکونی,,,
تهران ، منطقه 3 ، جردن," , س, ا, ل, ه",3,,,,آپارتمان/برج,35.7757218150392,51.4214436850269,"1, 5, 0",2,33 میلیارد,230 میلیون,مسکونی,جردن ولیعصر یکی از بهترین سازه های بتنی منطقه ,مسکونی,,,
تهران ، منطقه 1 ، اقدسیه," , س, ا, ل, ه",3,,,,آپارتمان/برج,35.7948687495675,51.4856004788275,"2, 3, 0",3,69 میلیارد,300 میلیون,مسکونی,صاحبقرانیه 3 , 4 خوابه سوپر لوکس 20 متر تراس (مهساطالعی),مسکونی,,
تهران ، منطقه 2 ، شهرک غرب,5,2,,,,آپارتمان/برج,35.7581364800756,51.3820215423451,"1, 1, 0",1,21.5 میلیارد,,مسکونی,فروش آپارتمان/برج 2 خوابه در شهرک غرب ,مسکونی,,,
تهران ، منطقه 2 ، شهرک غرب,2,3,,,,آپارتمان/برج,35.7564042107876,51.3684160780789,"1, 3, 5",1,22.3 میلیارد,165 میلیون,مسکونی,فروش آپارتمان/برج 3 خوابه در شهرک غرب ,مسکونی,,,
تهران ، منطقه 2 ، شهرک غرب," , س, ا, ل, ه",3,,,,آپارتمان/برج,35.7533576582659,51.378545763815,"1, 4, 3",2,32.9 میلیارد,230 میلیون,مسکونی,فروش آپارتمان/برج 3 خوابه در شهرک غرب ,مسکونی,,,
تهران ، منطقه 2 ، شهرک غرب," , س, ا, ل, ه",3,,,,آپارتمان/برج,35.7513035619213,51.3719546984935,"2, 7, 0",2,70 میلیارد,,مسکونی,فروش آپارتمان/برج 3 خوابه در شهرک غرب ,مسکونی,,,
تهران ، منطقه 2 ، شهرک غرب,2,4,,,,آپارتمان/برج,35.7666931027105,51.3797879185244,"2, 9, 5",3,75 میلیارد,,مسکونی,فروش آپارتمان/برج 4 خوابه در شهرک غرب ,مسکونی,,,
تهران ، منطقه 2 ، شهرک غرب,6,3,,,,آپارتمان/برج,35.7516095898316,51.3860998012178,"1, 3, 8",2,24.8 میلیارد,180 میلیون,مسکونی,فروش آپارتمان/برج 3 خوابه در شهرک غرب ,مسکونی,,,
تهران ، منطقه 2 ، شهرک غرب,"1, 7",2,,,,آپارتمان/برج,35.754019289197,51.3667839685234,"8, 5",1,10 میلیارد,,مسکونی,فروش آپارتمان/برج 2 خوابه در شهرک غرب ,مسکونی,,,
تهران ، منطقه 2 ، شهرک غرب,"1, 6",3,,,,آپارتمان/برج,35.7519221456231,51.3763391027293,"1, 4, 5",1,19 میلیارد,,مسکونی,فروش آپارتمان/برج 3 خوابه در شهرک غرب ,مسکونی,,,
تهران ، منطقه 2 ، شهرک غرب,2,2,,,,آپارتمان/برج,35.7635844372733,51.3734884477925,"1, 4, 0",1,23.8 میلیارد,170 میلیون,مسکونی,فروش آپارتمان/برج 2 خوابه در شهرک غرب ,مسکونی,,,
تهران ، منطقه 2 ، شهرک غرب,8,3,,,,آپارتمان/برج,35.759367698329,51.3646303009782,"1, 5, 3",1,21.4 میلیارد,140 میلیون,مسکونی,فروش آپارتمان/برج 3 خوابه در شهرک غرب ,مسکونی,,,
تهران ، منطقه 2 ، شهرک غرب," , س, ا, ل, ه",2,,,,آپارتمان/برج,35.7583439968115,51.3623394012835,"1, 0, 5",1,20.5 میلیارد,,مسکونی,فروش آپارتمان/برج 2 خوابه در شهرک غرب ,مسکونی,,,
تهران ، منطقه 2 ، شهرک غرب,5,3,,,,آپارتمان/برج,35.7616808960237,51.3833251305023,"1, 5, 5",2,28.5 میلیارد,,مسکونی,فروش آپارتمان 3 خوابه در شهرک غرب ,مسکونی,,,
تهران ، منطقه 2 ، شهرک غرب," , س, ا, ل, ه",3,,,,آپارتمان/برج,35.7577290571468,51.3649319425351,"2, 2, 0",2,70 میلیارد,,مسکونی,« 220متر + 50متر تراس گاردن » استخر شخصی / فاز اصلی ,مسکونی,,,
تهران ، منطقه 6 ، امیراباد," , س, ا, ل, ه",4,,,,آپارتمان/برج,35.7372941856781,51.3849206554528,"2, 4, 6",3,41.8 میلیارد,170 میلیون,مسکونی,246متر/4خواب/کردستان/جانبازان ,مسکونی,,,
تهران ، منطقه 2 ، شهرک غرب,"1, 8",3,,,,آپارتمان/برج,35.7579431615844,51.3803200979428,"1, 3, 4",1,18.5 میلیارد,,مسکونی,فروش آپارتمان3 خوابه در شهرک غرب ,مسکونی,,,
تهران ، منطقه 2 ، شهرک غرب,9,3,,,,آپارتمان/برج,35.75974071288,51.3677070223057,"1, 2, 0",1,19 میلیارد,,مسکونی,فروش آپارتمان3 خوابه در شهرک غرب ,مسکونی,,,
تهران ، منطقه 6 ، امیراباد," , س, ا, ل, ه",2,,,,آپارتمان/برج,35.734702107203,51.3886616676052,"1, 1, 8",2,18.6 میلیارد,158 میلیون,مسکونی,118متر/کردستان/آزادگان/2پارکینگ ,مسکونی,,,
تهران ، منطقه 6 ، امیراباد,3,3,,,,آپارتمان/برج,35.7375572806987,51.3933409394353,"1, 4, 8",1,21 میلیارد,142 میلیون,مسکونی,148متر/کردستان/جانبازان/ویوو ابدی ,مسکونی,,,
تهران ، منطقه 1 ، الهیه,6,4,,,,آپارتمان/برج,35.7905526616247,51.4265938910746,"2, 4, 0",3,45.6 میلیارد,190 میلیون,مسکونی,⚜️الهیه 240 متر لوکیشن چناران⚜️,مسکونی,,,
تهران ، منطقه 6 ، یوسف اباد,1,3,,,,آپارتمان/برج,35.742914837353,51.4041190569062,"2, 1, 0",2,44.1 میلیارد,210 میلیون,مسکونی,210متر/یوسف آباد/تک واحدی ,مسکونی,,,
تهران ، منطقه 1 ، دزاشیب,5,3,,,,آپارتمان/برج,35.8087197538789,51.4502236005129,"1, 4, 0",2,22.4 میلیارد,160 میلیون,مسکونی,دزاشیب 140 متر // 2 پارکینگ // ورودی لابی,مسکونی,,,
تهران ، منطقه 5 ، سازمان برنامه جنوبی,"1, 8",2,,,,آپارتمان/برج,35.7289113215365,51.3014553024488,"8, 0",1,5.7 میلیارد,71.5 میلیون,مسکونی,فروش آپارتمان/برج 2 خوابه  در  سازمان برنامه جنوبی - منطقه 5 ,مسکونی,,,
تهران ، منطقه 6 ، امیراباد,"1, 7",2,,,,آپارتمان/برج,35.7405872851002,51.3950832028486,"1, 2, 0",1,13.8 میلیارد,115 میلیون,مسکونی,120متر/کردستان/آزادگان/فول امکانات ,مسکونی,,,
تهران ، منطقه 1 ، قیطریه," , س, ا, ل, ه",3,,,,آپارتمان/برج,35.7895650497987,51.4415679666411,"1, 4, 8",1,29.6 میلیارد,200 میلیون,مسکونی,فروش آپارتمان/برج 3 خوابه  در  قیطریه - منطقه 1 ,مسکونی,,,
تهران ، منطقه 1 ، قیطریه,"1, 5",3,,,,آپارتمان/برج,35.7893900876348,51.438472348758,"1, 6, 5",1,21.4 میلیارد,130 میلیون,مسکونی,قیطریه 3 خواب // زیر قیمت واقعی,مسکونی,,,
تهران ، منطقه 1 ، فرشته,3,4,,,,آپارتمان/برج,35.7903803634697,51.4210933783562,"2, 6, 0",4,54.6 میلیارد,210 میلیون,مسکونی,⚜️فرشته 260 متر کلید نخورده⚜️,مسکونی,,,
تهران ، منطقه 1 ، قیطریه," , س, ا, ل, ه",3,,,,آپارتمان/برج,35.7927024551099,51.4399710969812,"1, 9, 7",2,33.5 میلیارد,170 میلیون,مسکونی,قیطریه/// 197 متر // در دنجترین فرعی قیطریه ,مسکونی,,,
تهران ، منطقه 2 ، مرزداران,7,2,,,,آپارتمان/برج,35.7331305622186,51.3559080661722,"9, 2",1,10.3 میلیارد,,مسکونی,آپارتمان 92 متری خوش نقشه /مرزداران,مسکونی,,,
تهران ، منطقه 10 ، سلسبیل," , س, ا, ل, ه",2,,,,آپارتمان/برج,35.6950300608144,51.3727218731191,"6, 5"," , پ, ا, ر, ک, ی, ن, گ",3 میلیارد,46 میلیون,مسکونی,65متر/دوخواب/زیرقیمت/لوکیشن سلسبیل,مسکونی,,,
تهران ، منطقه 5 ، سازمان برنامه جنوبی,7,1,,,,آپارتمان/برج,35.7204046953374,51.2999328202796,"5, 5",1,5.2 میلیارد,,مسکونی,فروش آپارتمان 55متر 1خواب 7ساله رو به افتاب در سازمان برنامه ,مسکونی,,,
تهران ، منطقه 5 ، سازمان برنامه مرکزی,"1, 0",2,,,,آپارتمان/برج,35.7310265969368,51.3013949214506,"6, 5",1,5.3 میلیارد,,مسکونی,فروش آپارتمان 65متر2خواب فول 10ساله زیر قیمت ,مسکونی,,,
تهران ، منطقه 1 ، فرمانیه,1,3,,,,آپارتمان/برج,35.8002776102488,51.4825540428684,"2, 5, 0",3,57.5 میلیارد,230 میلیون,مسکونی,آپارتمان فرمانیه 250 متری تکواحدی ,مسکونی,,,
تهران ، منطقه 5 ، پونک شمالی," , س, ا, ل, ه",1,,,,آپارتمان/برج,35.7667366215386,51.3309412584934,"6, 0",1,6 میلیارد,100 میلیون,مسکونی, این اگهی اتفاقی نیست آپارتمان/برج 1 خوابه  در  پونک شمالی - منطقه 5 ,مسکونی,,,
تهران ، منطقه 1 ، فرمانیه," , س, ا, ل, ه",3,,,,آپارتمان/برج,35.7993556523803,51.4792847897776,"1, 8, 7",3,38.3 میلیارد,205 میلیون,مسکونی,آپارتمان 187 متر فرمانیه ویو شمال و جنوب 3 شیفت لابی من ,مسکونی,,,
تهران ، منطقه 3 ، جردن," , س, ا, ل, ه",2,,,,آپارتمان/برج,35.7757218150392,51.4214436850269,"1, 0, 5",2,24.1 میلیارد,230 میلیون,مسکونی,جردن ولیعصر 105 متر 2 خواب سازه فوق‌العاده بینظیر,مسکونی,,,
تهران ، منطقه 2 ، سعادت اباد,"1, 6",3,,,,آپارتمان/برج,35.7841251650389,51.3628753593279,"1, 4, 2",2,28.1 میلیارد,198 میلیون,مسکونی,فروش آپارتمان 142 متری در سعادت آباد ,مسکونی,,,
تهران ، منطقه 3 ، جلفا," , س, ا, ل, ه",2,,,,آپارتمان/برج,35.7474425971906,51.4435683688303,"7, 6",1,10.6 میلیارد,140 میلیون,مسکونی,فروش آپارتمان/برج 2 خوابه در جلفا - منطقه 3 ,مسکونی,,,
تهران ، منطقه 1 ، فرمانیه," , س, ا, ل, ه",3,,,,آپارتمان/برج,35.799017369316,51.4642388924686,"1, 6, 0",3,56 میلیارد,350 میلیون,مسکونی,آپارتمان فرمانیه 160 متری پاگرد مجزا ,مسکونی,,,
