address,age,bedroom,date,facilities,floor,func,latitude,longitude,meterage,parking,price,price_per_meter,properties,title,type,,,
تهران ، منطقه 2 ، ارمکان,"1, 0",2,,,,آپارتمان/برج,35.7254755628397,51.3470797156506,"9, 5",1,11.1 میلیارد,117 میلیون,مسکونی,95متر /ارمکان,مسکونی,,,
تهران ، منطقه 6 ، کشاورز," , س, ا, ل, ه",2,,,,آپارتمان/برج,35.7180405858523,51.4074087082086,"8, 7",1,0,,مسکونی,فروش آپارتمان 2 خوابه در کشاورز - منطقه 6 ,مسکونی,,,
تهران ، منطقه 1 ، اوین,9,3,,,,آپارتمان/برج,35.7964528202415,51.393373749841,"1, 3, 8",2,18.6 میلیارد,135 میلیون,مسکونی,فروش آپارتمان 138 متر سه خواب اوین درکه ,مسکونی,,,
تهران ، منطقه 5 ، سازمان برنامه جنوبی,7,1,,,,آپارتمان/برج,35.7302280424879,51.2990302541174,"6, 5",1,5.9 میلیارد,91 میلیون,مسکونی,*فستیوال آفتاب در آپارتمان خود را تجربه کنید *,مسکونی,,,
تهران ، منطقه 7 ، سهروردی شمالی,"2, 0",2,,,,آپارتمان/برج,35.7396503550888,51.4347696304321,"1, 1, 3",1,12.5 میلیارد,110.7 میلیون,مسکونی,فروش آپارتمان 2 خوابه در سهروردی شمالی عربعلی ,مسکونی,,,
تهران ، منطقه 2 ، شهرک غرب,"2, 0",2,,,,آپارتمان/برج,35.760080441912,51.3692380047808,"1, 1, 0",2,15.2 میلیارد,138 میلیون,مسکونی,اپارتمان110متری2خواب اکازیون  شهرک غرب,مسکونی,,,
تهران ، منطقه 2 ، ستارخان,2,2,,,,آپارتمان/برج,35.7139335944383,51.3684390641311,"1, 1, 5",1,12.2 میلیارد,106 میلیون,مسکونی,115 متر / تک واحدی / ستارخان,مسکونی,,,
تهران ، منطقه 2 ، ستارخان,"1, 4",2,,,,آپارتمان/برج,35.7139335944383,51.3684390641311,"9, 2",2,8.7 میلیارد,95 میلیون,مسکونی,فروش آپارتمان 92 متری 2 خواب خوش  نقشه در ستارخان,مسکونی,,,
تهران ، منطقه 8 ، نارمک," , س, ا, ل, ه",1,,,,آپارتمان/برج,35.7179548347607,51.4922112817131,"6, 3"," , پ, ا, ر, ک, ی, ن, گ",4.4 میلیارد,,مسکونی,فروش آپارتمان/برج 1 خوابه در نارمک - منطقه 8 ,مسکونی,,,
تهران ، منطقه 2 ، ستارخان,1,2,,,,آپارتمان/برج,35.7139335944383,51.3684390641311,"8, 4",1,11.7 میلیارد,,مسکونی,آپارتمان 84 متر 2 خواب,مسکونی,,,
تهران ، منطقه 2 ، ستارخان,9,3,,,,آپارتمان/برج,35.7139335944383,51.3684390641311,"1, 1, 7",1,10.9 میلیارد,,مسکونی,فروش آپارتمان 117 متری/ 3 خوابه در ستارخان,مسکونی,,,
تهران ، منطقه 2 ، مرزداران," , س, ا, ل, ه",2,,,,آپارتمان/برج,35.7356792364513,51.3625063023253,"6, 3",1,7.8 میلیارد,,مسکونی,فروش آپارتمان/برج 2 خوابه در مرزداران - منطقه 2 ,مسکونی,,,
تهران ، منطقه 2 ، ستارخان,"1, 8",2,,,,آپارتمان/برج,35.7139335944383,51.3684390641311,"9, 6",2,7.6 میلیارد,,مسکونی,96 متر 2 خواب پاتریس بازسازی شده ,مسکونی,,,
تهران ، منطقه 2 ، ستارخان,"2, 5",3,,,,آپارتمان/برج,35.7139335944383,51.3684390641311,"1, 3, 0",1,10.5 میلیارد,83 میلیون,مسکونی,فروش آپارتمان 3خوابه نورگیر در ستارخان ,مسکونی,,,
تهران ، منطقه 2 ، ستارخان," , س, ا, ل, ه",2,,,,آپارتمان/برج,35.7139335944383,51.3684390641311,"1, 0, 0",1,12 میلیارد,112 میلیون,مسکونی,آپارتمان 100 متر دو خواب خوش نقشه فول امکانات,مسکونی,,,
تهران ، منطقه 1 ، قیطریه," , س, ا, ل, ه",3,,,,آپارتمان/برج,35.7903517821068,51.4451551437378,"1, 5, 0",2,25.5 میلیارد,,مسکونی,150 متر در قیطریه / بهترین متریال / غرق در نور,مسکونی,,,
تهران ، منطقه 1 ، نیاوران,5,3,,,,آپارتمان/برج,35.8173636456837,51.4693999143405,"2, 5, 0",2,75 میلیارد,300 میلیون,مسکونی,فروش آپارتمان/برج 3 خوابه در نیاوران  ( گلسنگ),مسکونی,,,
تهران ، منطقه 1 ، کامرانیه,5,3,,,,آپارتمان/برج,35.8077207270875,51.4506483078003,"1, 4, 6",1,27.5 میلیارد,,مسکونی, 146 متری در کامرانیه / فروش فوری / فروشنده واقعی,مسکونی,,,
تهران ، منطقه 1 ، فرمانیه," , س, ا, ل, ه",2,,,,آپارتمان/برج,35.7962392853179,51.4727058125306,"1, 0, 5",1,24 میلیارد,,مسکونی,105 متری در فرمانیه / مشاعات هتلینگ / نوساز,مسکونی,,,
تهران ، منطقه 1 ، قیطریه,"2, 8",3,,,,آپارتمان/برج,35.7871515551193,51.4375402897489,"1, 5, 4",2,18.5 میلیارد,120 میلیون,مسکونی,قیطریه 154 متر / 100 متر قدرالسهم / نزدیک پارک,مسکونی,,,
تهران ، منطقه 1 ، قیطریه,1,3,,,,آپارتمان/برج,35.7903639269828,51.4451736631386,"2, 1, 5",2,36 میلیارد,,مسکونی,215 متری در قیطریه / شخصی ساز / کلید نخورده,مسکونی,,,
تهران ، منطقه 1 ، قیطریه,"1, 2",3,,,,آپارتمان/برج,35.7903639269828,51.4451736631386,"2, 0, 1",1,32 میلیارد,,مسکونی,201 متر در قیطریه / خوش نقشه / رو به آفتاب,مسکونی,,,
تهران ، منطقه 1 ، اراج,8,3,,,,آپارتمان/برج,35.7941351629009,51.4872892455084,"1, 5, 0",1,24 میلیارد,,مسکونی,150 متری در اراج / ویو ابدی,مسکونی,,,
تهران ، منطقه 1 ، فرمانیه," , س, ا, ل, ه",4,,,,آپارتمان/برج,35.7973225169045,51.4683060716374,"4, 3, 0",3,120.4 میلیارد,280 میلیون,مسکونی,فروش آپارتمان/برج 4 خوابه در فرمانیه - منطقه 1 ,مسکونی,,,
تهران ، منطقه 3 ، اختیاریه," , س, ا, ل, ه",3,,,,آپارتمان/برج,35.7867595114127,51.4608410414638,"1, 3, 7",1,27 میلیارد,,مسکونی,فروش آپارتمان/3 خوابه در اختیاریه - منطقه 3 ,مسکونی,,,
تهران ، منطقه 1 ، اجودانیه,"1, 7",2,,,,آپارتمان/برج,35.8103644564302,51.4793559317732,"1, 3, 3",1,23.9 میلیارد,,مسکونی,فروش آپارتمان/برج 2 خوابه در اجودانیه - منطقه 1 ,مسکونی,,,
تهران ، منطقه 1 ، قیطریه,"1, 0",3,,,,آپارتمان/برج,35.7903639269828,51.4451736631386,"1, 5, 1",1,28 میلیارد,,مسکونی,151 متری در قیطریه / شخصی ساز / خوش نقشه,مسکونی,,,
تهران ، منطقه 4 ، هروی,4,2,,,,آپارتمان/برج,35.7677560309515,51.4805924314137,"9, 0",1,11.7 میلیارد,130 میلیون,مسکونی,فروش آپارتمان/برج 2 خوابه در هروی - منطقه 4 ,مسکونی,,,
تهران ، منطقه 1 ، دزاشیب,"1, 5",3,,,,آپارتمان/برج,35.8077207270875,51.4506483078003,"1, 3, 3",1,17 میلیارد,,مسکونی,133 متر در دزاشیب / فول مشاعات / فروشنده واقعی,مسکونی,,,
تهران ، منطقه 1 ، قیطریه," , س, ا, ل, ه",2,,,,آپارتمان/برج,35.7903639269828,51.4451736631386,"1, 0, 0",2,18 میلیارد,,مسکونی,100 متر در قیطریه / نوساز / 2 پارکینگ سندی,مسکونی,,,
تهران ، منطقه 3 ، بلوار میرداماد,"1, 5",3,,,,آپارتمان/برج,35.7637427858439,51.4332676594739,"1, 4, 0",1,0,,مسکونی,فروش آپارتمان/برج 3 خوابه در بلوار میرداماد - منطقه 3 ,مسکونی,,,
تهران ، منطقه 1 ، قیطریه,"2, 0",2,,,,آپارتمان/برج,35.7903517821068,51.4451551437378,"8, 0",1,10.8 میلیارد,,مسکونی,80 متری درب دوم / فول بازسازی / فروشنده واقعی,مسکونی,,,
تهران ، منطقه 1 ، نیاوران,9,3,,,,آپارتمان/برج,35.8190659227707,51.4695310592651,"1, 4, 1",2,23.3 میلیارد,,مسکونی,141 متر در نیاوران / 3 خواب / خوش نقشه ,مسکونی,,,
تهران ، منطقه 1 ، قیطریه,6,2,,,,آپارتمان/برج,35.7903639269828,51.4451736631386,"9, 2",1,15.5 میلیارد,,مسکونی,97 متر در قیطریه / تاپ لوکیشن / دسترسی عالی,مسکونی,,,
تهران ، منطقه 1 ، قیطریه,7,2,,,,آپارتمان/برج,35.7903639269828,51.4451736631386,"1, 1, 3",1,14.5 میلیارد,,مسکونی,113 متری / بهترین طبقه / سرمایه گذاری,مسکونی,,,
تهران ، منطقه 1 ، حکمت,"1, 4",2,,,,آپارتمان/برج,35.8009807968613,51.4431141584115,"1, 3, 8",1,22 میلیارد,,مسکونی,138 متری در حکمت / فول مشاعات / دسترسی عالی,مسکونی,,,
تهران ، منطقه 1 ، قیطریه,"1, 5",2,,,,آپارتمان/برج,35.7864589270093,51.441550763044,"1, 4, 6",1,19.9 میلیارد,136 میلیون,مسکونی,قیطریه 146 متر اندرزگو / به قیمت رسیده,مسکونی,,,
تهران ، منطقه 1 ، قیطریه,7,2,,,,آپارتمان/برج,35.7903639269828,51.4451736631386,"9, 5",1,15 میلیارد,,مسکونی,95 متر در قیطریه / تاپ لوکیشن / خوش نقشه,مسکونی,,,
تهران ، منطقه 1 ، زعفرانیه," , س, ا, ل, ه",3,,,,آپارتمان/برج,35.8040608260137,51.4205275920748,"2, 2, 0",3,0,,مسکونی,220 متر مدرن در قلب زعفرانیه,مسکونی,,,
تهران ، منطقه 1 ، فرمانیه,"1, 1",3,,,,آپارتمان/برج,35.7962346756958,51.4727067947388,"2, 3, 0",1,59.5 میلیارد,,مسکونی,230 متر در فرمانیه / تاپ لوکیشن / ویو ابدی,مسکونی,,,
تهران ، منطقه 1 ، فرمانیه,5,3,,,,آپارتمان/برج,35.7962392853179,51.4727058125306,"2, 2, 0",2,49.5 میلیارد,,مسکونی,فروش آپارتمان/ در فرمانیه - منطقه 1 ,مسکونی,,,
تهران ، منطقه 1 ، قیطریه,"1, 0",3,,,,آپارتمان/برج,35.7903639269828,51.4451736631386,"1, 5, 6",2,26 میلیارد,,مسکونی,156 متری در قیطریه / تاپ لوکیشن / فول مشاعات,مسکونی,,,
تهران ، منطقه 1 ، قیطریه," , س, ا, ل, ه",3,,,,آپارتمان/برج,35.7903639269828,51.4451736631386,"2, 3, 8",2,47 میلیارد,,مسکونی,فروش آپارتمان/برج 3 خوابه در قیطریه - منطقه 1 ,مسکونی,,,
تهران ، منطقه 5 ، شهران جنوبی,"1, 8",2,,,,آپارتمان/برج,35.755733885473,51.2942860953042,"8, 6",1,7.6 میلیارد,,مسکونی,86متر /2خواب/فول /شهران جنوبی/سالن پردخور /,مسکونی,,,
تهران ، منطقه 1 ، نیاوران,"1, 2",3,,,,آپارتمان/برج,35.8190699553175,51.4695184100747,"1, 9, 0",2,40 میلیارد,,مسکونی,"آپارتمان 190 متری , سه خوابه , فول مشاعات",مسکونی,,,
تهران ، منطقه 5 ، سازمان برنامه شمالی,"1, 8",2,,,,آپارتمان/برج,35.7341382415501,51.3009995498678,"8, 5",1,6.1 میلیارد,72 میلیون,مسکونی,82 متر /2خواب /سازمان برنامه شمالی ,مسکونی,,,
تهران ، منطقه 1 ، فرمانیه,"1, 5",3,,,,آپارتمان/برج,35.7962346756958,51.4727067947388,"2, 0, 1",2,37.4 میلیارد,,مسکونی,201 متر در فرمانیه / خوش نقشه / حیاط اختصاصی,مسکونی,,,
تهران ، منطقه 1 ، اجودانیه,2,3,,,,آپارتمان/برج,35.8103657642325,51.4793586730957,"1, 9, 0",2,44 میلیارد,,مسکونی,"190 متر در آجودانیه , فول مشاعات , ویو ابدی",مسکونی,,,
تهران ، منطقه 1 ، قیطریه,8,3,,,,آپارتمان/برج,35.7903517821068,51.4451551437378,"2, 1, 1",1,40 میلیارد,,مسکونی,211 متر در قیطریه / 3 خواب / فول مشاعات ,مسکونی,,,
تهران ، منطقه 2 ، بلوار شهرداری - سعادت اباد," , س, ا, ل, ه",3,,,,آپارتمان/برج,35.7740363698661,51.3657325097473,"1, 5, 0",2,0,,مسکونی,خرید آپارتمان 3 خوابه در سعادت اباد دوکله ,مسکونی,,,
تهران ، منطقه 2 ، سعادت اباد,5,3,,,,آپارتمان/برج,35.790181,51.380181,"1, 4, 5",2,0,,مسکونی,خرید آپارتمان 3 خوابه در سعادت اباد 24 متری,مسکونی,,,
تهران ، منطقه 2 ، سعادت اباد,2,3,,,,آپارتمان/برج,35.7784454224268,51.3628528190032,"1, 4, 4",1,0,,مسکونی,سعادت آباد آپارتمان 144,مسکونی,,,
تهران ، منطقه 7 ، سهروردی شمالی," , س, ا, ل, ه",3,,,,آپارتمان/برج,35.7366006036666,51.4421155320242,"1, 5, 6",2,23.9 میلیارد,153 میلیون,مسکونی,156متر سهروردی شمالی * آپادانا,مسکونی,,,
تهران ، منطقه 5 ، شهران جنوبی,"1, 7",2,,,,آپارتمان/برج,35.7624385508653,51.2919444957818,"7, 0",1,4.7 میلیارد,67.2 میلیون,مسکونی,70 متر * همون واحدی که توش آرامش داری*,مسکونی,,,
تهران ، منطقه 1 ، قیطریه,"1, 4",3,,,,آپارتمان/برج,35.7903639269828,51.4451736631386,"2, 0, 3",1,29.3 میلیارد,,مسکونی,فروش آپارتمان/3 خوابه در قیطریه - منطقه 1 ,مسکونی,,,
تهران ، منطقه 1 ، نیاوران,8,3,,,,آپارتمان/برج,35.8157701520997,51.4707060307808,"2, 2, 0",3,50.6 میلیارد,230 میلیون,مسکونی,"نیاوران 220متر ,برج باغ, فول امکانات,فول مشاعات,طبقه7",مسکونی,,,
تهران ، منطقه 2 ، ستارخان,"1, 0",2,,,,آپارتمان/برج,35.7139335944383,51.3684390641311,"8, 9",1,8 میلیارد,,مسکونی,فروش آپارتمان/برج 2 خوابه در ستارخان - منطقه 2 ,مسکونی,,,
تهران ، منطقه 2 ، شهرارا," , س, ا, ل, ه",2,,,,آپارتمان/برج,35.7228936761873,51.3793444633484,"9, 7"," , پ, ا, ر, ک, ی, ن, گ",8 میلیارد,,مسکونی,فروش آپارتمان/برج 2 خوابه در شهرارا ,مسکونی,,,
تهران ، منطقه 2 ، ستارخان,"1, 9",2,,,,آپارتمان/برج,35.7075937535664,51.3703421489637,"1, 1, 3",1,8.6 میلیارد,,مسکونی,فروش آپارتمان113 متری/فول دیزاین شده/ قلب ستارخان,مسکونی,,,
تهران ، منطقه 2 ، تهران ویلا," , س, ا, ل, ه",2,,,,آپارتمان/برج,35.7270972394933,51.370992068205,"9, 5"," , پ, ا, ر, ک, ی, ن, گ",9.8 میلیارد,,مسکونی,تک واحدی شیک و نورگیر زیر قیمت منطقه تهران ویلا ,مسکونی,,,
تهران ، منطقه 2 ، ستارخان,"2, 3",2,,,,آپارتمان/برج,35.7139335944383,51.3684390641311,"9, 0",1,6 میلیارد,67 میلیون,مسکونی,فروش آپارتمان/برج 2 خوابه در ستارخان - منطقه 2 ,مسکونی,,,
تهران ، منطقه 2 ، ستارخان," , س, ا, ل, ه",3,,,,آپارتمان/برج,35.7139335944383,51.3684390641311,"1, 4, 1",2,13.5 میلیارد,,مسکونی,آدارتمان 141 متری/3 خوابه/ دوبلکس و دو طبقه در اختیار/نوساز,مسکونی,,,
تهران ، منطقه 2 ، صادقیه,"1, 9",2,,,,آپارتمان/برج,35.7183846211675,51.3404049398257,"1, 0, 0",1,9.3 میلیارد,,مسکونی,آپارتمان 100 متری 2 خواب زیر قیمت بازسازی شده,مسکونی,,,
تهران ، منطقه 2 ، ستارخان,"1, 7",3,,,,آپارتمان/برج,35.7139335944383,51.3684390641311,"1, 2, 0",1,9.5 میلیارد,,مسکونی,آپارتمان 120 متر 3 خواب,مسکونی,,,
تهران ، منطقه 2 ، ستارخان,"1, 4",3,,,,آپارتمان/برج,35.7139335944383,51.3684390641311,"1, 0, 5",1,6.5 میلیارد,,مسکونی,آپارتمان 3 خواب/بازسازی لوکس /ستارخان ,مسکونی,,,
تهران ، منطقه 2 ، صادقیه,6,2,,,,آپارتمان/برج,35.7192307046931,51.3447264341002,"8, 0",1,8.6 میلیارد,107 میلیون,مسکونی,فروش آپارتمان/برج 2 خوابه در صادقیه - منطقه 2  فول امکانات,مسکونی,,,
تهران ، منطقه 1 ، نیاوران," , س, ا, ل, ه",3,,,,آپارتمان/برج,35.8166386744232,51.4709144167586,"2, 7, 0",3,70 میلیارد,,مسکونی,فروش آپارتمان/برج 3 خوابه در نیاوران - منطقه 1 ,مسکونی,,,
تهران ، منطقه 2 ، مرزداران,4,2,,,,آپارتمان/برج,35.7331305622186,51.3559080661722,"9, 5",1,11.1 میلیارد,,مسکونی,95متر دوخواب فول امکانات  فروش فوری,مسکونی,,,
تهران ، منطقه 2 ، مرزداران شرقی," , س, ا, ل, ه",3,,,,آپارتمان/برج,35.7287127388604,51.3562435142718,"2, 0, 0",3,0,,مسکونی,200مترسه خواب بدون مشابه و لوکس درمرزداران,مسکونی,,,
تهران ، منطقه 2 ، مرزداران,"1, 0",2,,,,آپارتمان/برج,35.7331305622186,51.3559080661722,"6, 5",1,7.8 میلیارد,,مسکونی,65متردوخواب فول ایثار (فوری),مسکونی,,,
تهران ، منطقه 9 ، استاد معین," , س, ا, ل, ه",1,,,,آپارتمان/برج,35.690754461747,51.3406699130767,"6, 0"," , پ, ا, ر, ک, ی, ن, گ",3.1 میلیارد,,مسکونی,آپارتمان 60متری/طبقه اول (با امکانات),مسکونی,,,
تهران ، منطقه 2 ، تهران ویلا,"1, 0",4,,,,آپارتمان/برج,35.7231114311081,51.3676405093515,"2, 0, 0",1,18 میلیارد,,مسکونی,فروش آپارتمان/برج 4 خوابه در تهران ویلا - منطقه 2 ,مسکونی,,,
تهران ، منطقه 1 ، فرمانیه,2,3,,,,آپارتمان/برج,35.7990539035566,51.471220249104,"1, 8, 5",1,34 میلیارد,,مسکونی,آپارتمان 185 متری در فرمانیه/3خواب/فروشنده واقعی,مسکونی,,,
تهران ، منطقه 1 ، نیاوران,5,3,,,,آپارتمان/برج,35.8138095402831,51.4633720490721,"1, 6, 5",1,29.7 میلیارد,180 میلیون,مسکونی,نیاوران 165متر 3خوابه,مسکونی,,,
تهران ، منطقه 10 ، سلسبیل,"1, 5",2,,,,آپارتمان/برج,35.6950161330133,51.3727140426636,"5, 8",1,4 میلیارد,,مسکونی,58متری/دو خوابه/فول امکانات (تک واحدی),مسکونی,,,
تهران ، منطقه 1 ، قیطریه," , س, ا, ل, ه",3,,,,آپارتمان/برج,35.7903639269828,51.4451736631386,"1, 4, 5",1,22.5 میلیارد,,مسکونی,فروش آپارتمان/برج 3 خوابه در قیطریه - منطقه 1,مسکونی,,,
تهران ، منطقه 1 ، قیطریه,1,3,,,,آپارتمان/برج,35.7903639269828,51.4451736631386,"2, 3, 5",2,54 میلیارد,,مسکونی,"آپارتمان 235 متری قیطریه , سازه ای نادر",مسکونی,,,
تهران ، منطقه 1 ، فرمانیه," , س, ا, ل, ه",4,,,,آپارتمان/برج,35.7962392853179,51.4727058125306,"2, 1, 0"," , پ, ا, ر, ک, ی, ن, گ",56.5 میلیارد,,مسکونی,"آپارتمان 210 متری فرمانیه , خاص منطقه",مسکونی,,,
تهران ، منطقه 1 ، قیطریه,8,2,,,,آپارتمان/برج,35.7903517821068,51.4451551437378,"9, 0",1,17.5 میلیارد,,مسکونی,90 متری در قیطریه / تاپ لوکیشن,مسکونی,,,
تهران ، منطقه 5 ، پونک جنوبی,"1, 7",2,,,,آپارتمان/برج,35.7598086834287,51.3319835938467,"8, 5",1,9.6 میلیارد,112 میلیون,مسکونی,85متر2خواب/فول/پونک,مسکونی,,,
تهران ، منطقه 5 ، شهرک نفت," , س, ا, ل, ه",1,,,,آپارتمان/برج,35.7791946598239,51.3364164076143,"7, 6",1,12.1 میلیارد,159 میلیون,مسکونی,76متر2خواب/نوساز/بهترین لوکیشن شهرک نفت,مسکونی,,,
تهران ، منطقه 5 ، شهرک نفت,"2, 0",2,,,,آپارتمان/برج,35.78064643724,51.3374172848829,"7, 8",1,7.5 میلیارد,95.5 میلیون,مسکونی,78متر/فول/خطی روبه آفتاب/شهرک نقت,مسکونی,,,
تهران ، منطقه 5 ، شهرک نفت,"1, 7",2,,,,آپارتمان/برج,35.7915955527431,51.3361657945074,"7, 5",1,7.1 میلیارد,95 میلیون,مسکونی,75متر/2خواب/فول/شهرک نفت,مسکونی,,,
تهران ، منطقه 5 ، چهار دیواری,"1, 6",1,,,,آپارتمان/برج,35.7787438301101,51.3355187030462,"6, 0",0,6 میلیارد,100 میلیون,مسکونی,60متر/سردار جنگل شمال,مسکونی,,,
تهران ، منطقه 5 ، شهرک نفت,"2, 2",2,,,,آپارتمان/برج,35.793222955207,51.340006141651,"7, 7",1,7.4 میلیارد,95.4 میلیون,مسکونی,77متر/فول/خوش نقشه ,مسکونی,,,
تهران ، منطقه 1 ، فرمانیه," , س, ا, ل, ه",3,,,,آپارتمان/برج,35.7962392853179,51.4727058125306,"1, 9, 0",2,50 میلیارد,,مسکونی,فروش آپارتمان/برج 3 خوابه در فرمانیه - منطقه 1,مسکونی,,,
تهران ، منطقه 1 ، قیطریه," , س, ا, ل, ه",2,,,,آپارتمان/برج,35.7903639269828,51.4451736631386,"1, 2, 0",1,22 میلیارد,,مسکونی,فروش آپارتمان/ 2 خوابه در قیطریه - منطقه 1 ,مسکونی,,,
تهران ، منطقه 5 ، بلوار فردوس غربی,"1, 4",2,,,,آپارتمان/برج,35.7314908684704,51.2877201856514,"6, 8",1,5.8 میلیارد,85 میلیون,مسکونی,فردوس غرب 67 متر / 2خ فول امکانات,مسکونی,,,
تهران ، منطقه 1 ، فرمانیه,2,2,,,,آپارتمان/برج,35.7962392853179,51.4727058125306,"8, 1",1,19 میلیارد,,مسکونی,فروش آپارتمان 2 خوابه در فرمانیه - منطقه 1 ,مسکونی,,,
تهران ، منطقه 1 ، قیطریه,2,3,,,,آپارتمان/برج,35.7903639269828,51.4451736631386,"1, 3, 2",2,30 میلیارد,,مسکونی,132 متری در قیطریه / غرق در نور / بهترین طبقه,مسکونی,,,
تهران ، منطقه 1 ، اراج,5,3,,,,آپارتمان/برج,35.7941351629009,51.4872892455084,"1, 4, 5",2,21 میلیارد,,مسکونی,145 متر در اراج / خوش نقشه / 2 پارکینگ سندی ,مسکونی,,,
تهران ، منطقه 2 ، مرزداران," , س, ا, ل, ه",2,,,,آپارتمان/برج,35.7331305622186,51.3559080661722,"9, 7",1,12.5 میلیارد,,مسکونی,97 متر 2 خواب,مسکونی,,,
تهران ، منطقه 1 ، قیطریه,1,3,,,,آپارتمان/برج,35.7903639269828,51.4451736631386,"1, 4, 6",1,25 میلیارد,,مسکونی,146 متری در قیطریه / نوساز / فول مشاعات,مسکونی,,,
تهران ، منطقه 1 ، دزاشیب,0,2,,,,آپارتمان/برج,35.8075487931716,51.4537253470976,"1, 2, 6",1,22.7 میلیارد,180 میلیون,مسکونی,دزاشیب فروش آپارتمان 2 خواب کلید نخورده,مسکونی,,,
تهران ، منطقه 1 ، فرمانیه,"1, 1",2,,,,آپارتمان/برج,35.7962392853179,51.4727058125306,"1, 4, 6",1,19.8 میلیارد,,مسکونی,146 متر در فرمانیه / 2 خواب / خوش نقشه,مسکونی,,,
تهران ، منطقه 1 ، قیطریه,"1, 1",4,,,,آپارتمان/برج,35.7903639269828,51.4451736631386,"2, 1, 0",2,29 میلیارد,,مسکونی,فروش آپارتمان/4 خوابه در قیطریه - منطقه 1 ,مسکونی,,,
تهران ، منطقه 1 ، دزاشیب,5,1,,,,آپارتمان/برج,35.8077189842625,51.4506490201473,"7, 5",1,13 میلیارد,,مسکونی,75 متری در دزاشیب / دسترسی عالی / غرق در نور,مسکونی,,,
تهران ، منطقه 1 ، قیطریه,6,2,,,,آپارتمان/برج,35.7903639269828,51.4451736631386,"9, 8",1,18.4 میلیارد,,مسکونی,"آپارتمان 98 متری , 2 خواب , دسترسی",مسکونی,,,
تهران ، منطقه 1 ، نیاوران,5,3,,,,آپارتمان/برج,35.8190699553175,51.4695184100747,"1, 9, 0",2,36 میلیارد,,مسکونی,"آپارتمان 190 متری , 3 خواب ,",مسکونی,,,
تهران ، منطقه 1 ، قیطریه,1,2,,,,آپارتمان/برج,35.7903517821068,51.4451551437378,"1, 1, 3",2,28 میلیارد,,مسکونی,فروش آپارتمان/برج 2 خوابه در قیطریه - منطقه 1 ,مسکونی,,,
تهران ، منطقه 1 ، دزاشیب," , س, ا, ل, ه",2,,,,آپارتمان/برج,35.8077189842625,51.4506490201473,"1, 1, 2",1,20.1 میلیارد,,مسکونی,"112 متری در دزاشیب / نوساز , کلید نخورده",مسکونی,,,
تهران ، منطقه 1 ، دزاشیب,"1, 6",2,,,,آپارتمان/برج,35.8077189842625,51.4506490201473,"1, 1, 5",1,19.5 میلیارد,,مسکونی,فروش آپارتمان/2 خوابه در دزاشیب - منطقه 1 ,مسکونی,,,
تهران ، منطقه 1 ، نیاوران,5,2,,,,آپارتمان/برج,35.8190699553175,51.4695184100747,"9, 8",1,20 میلیارد,,مسکونی,98 متر در نیاوران / 2 خواب / خوش نقشه ,مسکونی,,,
تهران ، منطقه 2 ، ستارخان," , س, ا, ل, ه",2,,,,آپارتمان/برج,35.7139335944383,51.3684390641311,"9, 4",1,6.1 میلیارد,,مسکونی,فروش آپارتمان2 خوابه در ستارخان - منطقه 2 ,مسکونی,,,
تهران ، منطقه 2 ، ستارخان," , س, ا, ل, ه",2,,,,آپارتمان/برج,35.7139335944383,51.3684390641311,"8, 4",1,5.3 میلیارد,,مسکونی,فروش آپارتمان2 خوابه در ستارخان - منطقه 2 ,مسکونی,,,
تهران ، منطقه 2 ، شادمان,"1, 4",2,,,,آپارتمان/برج,35.7074415360358,51.3653747762946,"8, 8",1,8.6 میلیارد,98 میلیون,مسکونی,90متر.سالن پرده خور.ویو ابدی. فول امکانات ,مسکونی,,,
تهران ، منطقه 2 ، مرزداران,4,2,,,,آپارتمان/برج,35.7331305622186,51.3559080661722,"9, 2",1,9.7 میلیارد,,مسکونی,فروش آپارتمان 2 خوابه در مرزداران - منطقه 2 ,مسکونی,,,
تهران ، منطقه 5 ، باغ فیض," , س, ا, ل, ه",2,,,,آپارتمان/برج,35.7408242287442,51.3303614689575,"9, 7",1,0,,مسکونی,فروش آپارتمان 2 خوابه در باغ فیض - منطقه 5 ,مسکونی,,,
تهران ، منطقه 2 ، مرزداران,8,2,,,,آپارتمان/برج,35.7331305622186,51.3559080661722,"6, 4",1,8 میلیارد,,مسکونی,فروش آپارتمان 2 خوابه در مرزداران - منطقه 2 ,مسکونی,,,
تهران ، منطقه 2 ، مرزداران,7,2,,,,آپارتمان/برج,35.7338068201458,51.3612073659897,"9, 5",1,9.7 میلیارد,,مسکونی,فروش آپارتمان/برج 2 خوابه در مرزداران - منطقه 2 ,مسکونی,,,
تهران ، منطقه 2 ، ستارخان,"1, 9",2,,,,آپارتمان/برج,35.7075937535664,51.3703421489637,"1, 1, 2",1,8.7 میلیارد,,مسکونی,بهترین موقعیت خرید ملک در شمال ستارخان ,مسکونی,,,
تهران ، منطقه 2 ، ستارخان,"2, 7",2,,,,آپارتمان/برج,35.7139335944383,51.3684390641311,"6, 0",1,5.4 میلیارد,,مسکونی,آپارتمان 60 متری 2 خواب,مسکونی,,,
